,primerid,Pr(>Chisq),coef,FDR
10747,Sik2,3.864249513624403e-08,0.03192601991917979,9.887385556704276e-08
10748,Sik3,0.0002892698192285939,0.0058042421129233975,0.0005388527549026449
10749,Sike1,6.507451220050034e-16,0.08485535500784575,5.2172848470725965e-15
10750,Sil1,7.471121898190505e-09,-0.003011254954261841,2.062429536185124e-08
10751,Simc1,1.618809612538884e-05,-0.007514351501679825,3.3163163575681714e-05
10752,Sin3a,9.300750732522523e-10,0.041480827103035384,2.829114802485174e-09
10753,Sin3b,6.690330243126678e-10,-0.007543878111967661,2.0600076769992636e-09
10754,Sipa1,1.9864858284120549e-28,0.1565838407146128,8.147539204840184e-27
10755,Sipa1l1,1.9460673097123906e-14,0.04381244156559258,1.1880981605496758e-13
10756,Sipa1l2,0.04923740223963423,,0.07530810819477972
10757,Sipa1l3,0.00020093369629647063,0.0009564709180617977,0.00037936150118970317
10758,Sirt1,0.0016594367849677091,-0.0017538822986247864,0.002921877100869258
10759,Sirt2,1.8736349116191033e-11,0.025649929449773567,7.056507288392166e-11
10760,Sirt3,0.00767941769887888,0.004435048249044313,0.012793167582729165
10761,Sirt4,0.001201403117142724,0.010607560703333237,0.0021371678101861948
10762,Sirt5,1.5773375366464616e-10,0.03740014601434459,5.245899766970017e-10
10763,Sirt6,5.634336642634914e-06,0.0020011873007652753,1.1906100148983303e-05
10764,Sirt7,9.631162140483105e-19,0.04705929529053865,1.298750469324463e-17
10765,Sit1,3.195427405125769e-30,-0.304607480744416,1.4673487572640655e-28
10766,Siva1,4.285387889107277e-09,0.004186376226634439,1.216026101483079e-08
10767,Ska1,0.38709814575386403,,0.4693016040810352
10768,Ska2,0.0014139479687233737,-0.014332414114922233,0.002501739480759661
10769,Ska3,0.33969062323830024,,0.4238696212331665
10770,Skap1,0.016104590680141008,-0.035293952104208826,0.026025681325956857
10771,Skap2,2.519517798228776e-08,0.004163440141680505,6.57567503910841e-08
10772,Ski,4.5308543124387374e-21,0.04067275665078432,9.063020015416531e-20
10773,Skil,9.059142377279075e-15,0.0507536719299872,5.917555101075207e-14
10774,Skiv2l,1.2101568214993132e-12,0.006906331308606267,5.4466908455758735e-12
10775,Skiv2l2,9.011570676523285e-08,0.03929677670490517,2.2282277261342547e-07
10776,Skp1a,3.0598937527455316e-13,0.05194593761567612,1.520026180714198e-12
10777,Skp2,0.08591823631584461,0.0010952164682789863,0.12706632381313976
10778,Sla,4.5422880006135755e-09,0.012376841843800584,1.2836537465647278e-08
10779,Sla2,1.627098420400877e-19,-0.12422752505619866,2.5184495371535187e-18
10780,Slain1,2.172762951242008e-11,0.03266140030205748,8.092678391826201e-11
10781,Slain1os,0.1871608765539823,,0.2585644813322482
10782,Slain2,1.892899591090677e-16,0.056132539074736365,1.681469032651371e-15
10783,Slamf1,1.516034156145129e-13,0.042875661377957175,7.937357615999232e-13
10784,Slamf6,4.347487800323017e-23,0.10988486421990873,1.1511681298096694e-21
10785,Slamf7,0.12412900653442277,0.003863833999119568,0.17773864377072324
10786,Slbp,1.1130763906328392e-09,0.053103961802229815,3.34964987400982e-09
10787,Slc10a1,0.8549707579876894,0.0005739758784748289,0.8852652495996586
10788,Slc10a3,1.6174937056712252e-06,0.02209992213484225,3.5851504168998833e-06
10789,Slc10a7,4.4187256854772485e-08,0.004472319985207696,1.12374657635081e-07
10790,Slc11a2,1.5627615024783763e-06,-0.02213516953373562,3.468843662639492e-06
10791,Slc12a2,0.8079004694967569,0.0005391236490941364,0.8458415610804555
10792,Slc12a3,0.7260155096022161,,0.7779114690313084
10793,Slc12a4,0.008134079452709282,0.008205937895031348,0.013509882984300373
10794,Slc12a6,8.443921468333485e-12,0.03749738808764184,3.358615324756991e-11
10795,Slc12a7,3.810923989002275e-09,-0.00034587148430420545,1.086522099339716e-08
