"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pomt1",193.308990054329,0.240367174154142,0.228231567407796,1.05317234107525,0.292262012532163,0.624710405176691
"Pdlim4",987.596903402036,-0.705192443274909,0.132165624679499,-5.3356721536708,9.51912631503869e-08,7.71874222465438e-06
"Klhl9",1750.02157265251,-0.110909606222149,0.10540878212523,-1.05218563373955,0.292714389396409,0.62505005586877
"Impa2",187.867784026487,-0.203057842565776,0.248734652207171,-0.816363304283993,0.414292377880946,0.726295501897657
"Fam213b",57.4777007038223,0.216416449834666,0.413774474715242,0.523029966949032,0.600953399547427,0.844477127754488
"Dek",4417.02539369396,0.00735874616234781,0.0948118080149821,0.077614237260247,0.938134916850116,0.979024881479876
"Syt11",1394.80538863377,-0.346874829674556,0.139074991079611,-2.49415676378504,0.0126256769755241,0.110162201616427
"Hint1",2431.72307061469,-0.0131764494684471,0.13019174613049,-0.101208024779393,0.919385326577892,0.972812851428178
"Cltc",7100.29339358684,-0.192725834295039,0.097526080814868,-1.97614661313918,0.0481381743719763,0.251071803868904
"Tpd52l2",1206.1910635913,-0.107201353313998,0.12040555611466,-0.89033560222015,0.37328570976293,0.69529465357527
"Sec22c",1205.97070693601,-0.160430494289891,0.14541093224489,-1.10329045975517,0.269901048287213,0.605700548371328
"Mterf1a",273.090103503736,0.43476758117245,0.275762255913061,1.57660293187302,0.114886917730157,0.40498601724678
"Ubxn2a",913.8372469111,-0.0340741284099107,0.125951157197432,-0.270534460882313,0.786749108998504,0.930534658126735
"Zfp365",243.967314496996,0.130959784519599,0.221866370974367,0.590264238534504,0.555013510828218,0.817679423872088
"Acp2",410.281036367004,0.0724069981113419,0.18064685813848,0.400820688815059,0.688552145682614,0.887976111562741
"Lyrm4",191.078102458382,-0.522989477157865,0.2631439204082,-1.98746555248771,0.0468708296120847,0.24700602277807
"Jmjd7",111.244975126255,0.692205795343936,0.460030364534183,1.50469588250951,0.132402282168823,0.433604996774205
"Dars2",474.169788535739,-0.0872769354557002,0.151782818045014,-0.575011958401093,0.565283209436971,0.822925155760847
"Sart3",1851.62643599746,-0.0170203542383701,0.097103855646785,-0.175279901348939,0.860859703684721,0.955384394824699
"AK031468",88.3129703598066,0.133917579699037,0.453437306278675,0.295338689262444,0.767735164148421,0.923961026267505
